"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"orkenoy",60647,"Ørkenoy",4.7,2.0,257.0,"CLOSED_PERMANENTLY","ChIJdXJdfP3ND4gRD-GAYQjfEqw","1757 N Kimball Ave Floor 1, Chicago, IL 60647, United States","['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
"oromo cafe bucktown",60647,"Oromo Cafe Bucktown",4.6,2.0,306.0,"OPERATIONAL","ChIJt9EunxzTD4gRBf7YjI8tNtI","1912 N Western Ave, Chicago, IL 60647, United States","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"orso's restaurant",60610,"Orso's",4.4,2.0,1170.0,"OPERATIONAL","ChIJi97nYUbTD4gR87DrGedXZTs","1401 N Wells St, Chicago, IL 60610, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"osaka express",60605,"Osaka Sushi & Fresh Fruit Smoothies",4.5,1.0,601.0,"OPERATIONAL","ChIJKYy9QKIsDogRwugOgMR561M","400 S Michigan Ave, Chicago, IL 60605, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"osas african restaurant & catering services",60640,"Osas African Restaurant - Nigerian cuisine",4.0,"",217.0,"OPERATIONAL","ChIJ7wtxgdLTD4gR2HunyQZ-aJc","1027 W Wilson Ave, Chicago, IL 60640, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"oscar's foods inc",60634,"Oscar's Foods",4.5,"",20.0,"OPERATIONAL","ChIJiZ022YHLD4gRM9TCVuce1o4","6130 1/2 W Belmont Ave, Chicago, IL 60634, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"osteria del pastaio",60611,"Osteria del Pastaio",3.8,3.0,640.0,"OPERATIONAL","ChIJFY4jpFPTD4gRHQ9jaLIDi0w","111 E Chestnut St, Chicago, IL 60611, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"osteria langhe",60647,"Osteria Langhe",4.6,3.0,660.0,"OPERATIONAL","ChIJeS4IF2DND4gRaPnkCB2S5CY","2824 W Armitage Ave, Chicago, IL 60647, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"osteria rusticana",60622,"Osteria Rusticana",4.7,2.0,164.0,"CLOSED_PERMANENTLY","ChIJO56ApHfTD4gRs4Vw6CnAyvQ","2114 W Division St, Chicago, IL 60622, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"osteria via stato",60610,"Osteria Via Stato",4.5,2.0,1586.0,"OPERATIONAL","ChIJO2YwfK0sDogRmondTpiHu9k","620 N State St, Chicago, IL 60654, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
