"dba_name","zip","matched_name","rating","price_level","user_ratings_total","business_status","place_id","address","types"
"rudy's ramen",60642,"Rudy's Ramen",4.8,2,472,"OPERATIONAL","ChIJkxS9sTDTD4gRiCb6SWPDoC8","1146 N Milwaukee Ave, Chicago, IL 60642, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"rudy's ramen",60642,"Rudy's Ramen",4.8,2.0,472.0,"OPERATIONAL","ChIJkxS9sTDTD4gRiCb6SWPDoC8","1146 N Milwaukee Ave, Chicago, IL 60642, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"ruin's daily",60661,"The Ruin Daily",4.4,2.0,209.0,"CLOSED_PERMANENTLY","ChIJ9SqXjcEsDogRfVluml0SGHM","328 S Jefferson St, Chicago, IL 60661, United States","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"ruk kimball sushi & thai",60625,"Ruk Sushi & Thai (Milwaukee Ave)",4.4,2.0,371.0,"OPERATIONAL","ChIJf9T2bj7MD4gR0l8bHcHcvAQ","4431 N Milwaukee Ave, Chicago, IL 60630, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"ruk sushi & thai",60646,"Ruk Sushi & Thai (Milwaukee Ave)",4.4,2.0,371.0,"OPERATIONAL","ChIJf9T2bj7MD4gR0l8bHcHcvAQ","4431 N Milwaukee Ave, Chicago, IL 60630, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"ruk sushi and thai",60630,"Ruk Sushi & Thai (Milwaukee Ave)",4.4,2.0,371.0,"OPERATIONAL","ChIJf9T2bj7MD4gR0l8bHcHcvAQ","4431 N Milwaukee Ave, Chicago, IL 60630, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"ruman chai shai & restaurant",60659,"Ruman Chai Shai & Restaurant(Zabiha Halal)",4.6,2.0,117.0,"OPERATIONAL","ChIJybI-xE_RD4gRxngFJCbWPYk","6348 N Artesian Ave, Chicago, IL 60659, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"rumi  grill",60622,"Rumi Middle Eastern Grill",4.5,1.0,623.0,"OPERATIONAL","ChIJxYUmEMfSD4gRVxg0PUdJV20","1534 N Milwaukee Ave, Chicago, IL 60622, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"russian tea time",60603,"Russian Tea Time Restaurant",4.5,2.0,1255.0,"OPERATIONAL","ChIJxUm_k6MsDogR4gWZQwCWW8A","77 E Adams St, Chicago, IL 60603, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"rustle & roux",60606,"Rustle & Roux",3.9,1.0,133.0,"OPERATIONAL","ChIJeV_jNLksDogRyBbeJIzmOVM","227 W Monroe St, Chicago, IL 60606, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"rv clark llc",60603,"","","","","","","",""
"rylon's smokehouse partners, llp",60616,"","","","","","","",""
"ryo sushi",60602,"Ryo Sushi",4.4,2.0,941.0,"OPERATIONAL","ChIJ0WOwWqQsDogR15rEDd2YmmM","62 E Madison St, Chicago, IL 60602, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"ryo sushi",60602,"Ryo Sushi",4.4,2.0,941.0,"OPERATIONAL","ChIJ0WOwWqQsDogR15rEDd2YmmM","62 E Madison St, Chicago, IL 60602, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"ryuu asian bbq",60647,"RYUU ASIAN BBQ SUSHI & THAI",4.2,2.0,536.0,"OPERATIONAL","ChIJo0ScS3HND4gR8PU9d-TbVsU","2766 N Milwaukee Ave, Chicago, IL 60647, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"s & g grill",60657,"S&G Restaurant",4.6,1.0,757.0,"OPERATIONAL","ChIJteMnGFbSD4gRRfCnW-Kuq6s","3000 N Lincoln Ave, Chicago, IL 60657, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"s & s thai restaurant inc.",60641,"S&S Thai Restaurant",3.9,2.0,428.0,"CLOSED_PERMANENTLY","ChIJr-Vk-q_ND4gR74ediZJTt6g","3558 N Pulaski Rd, Chicago, IL 60641, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"s.k.y.",60608,"S.K.Y.",4.6,3.0,1195.0,"CLOSED_TEMPORARILY","ChIJp8kb2f8sDogRiV6FGHDSke8","1239 W 18th St, Chicago, IL 60608, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"s2 city grill and bar",60617,"S2 Grill - Stony",4.6,2.0,3318.0,"OPERATIONAL","ChIJ82wcrjEpDogRKZv2OSGnHlE","8734 S Stony Island Ave, Chicago, IL 60617, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
"s2 express grill",60628,"S2 Grills - Roseland",4.1,1.0,505.0,"OPERATIONAL","ChIJo711a9klDogRQBcvIsBfUhk","129 E 103rd St, Chicago, IL 60628, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"s2 express grill",60605,"S2 Express Grill Downtown",4.8,2.0,1093.0,"OPERATIONAL","ChIJ6zRWo2ktDogRzyyoW3jwGY0","420 S Clark St, Chicago, IL 60605, United States","['restaurant', 'food', 'point_of_interest', 'establishment']"
"s2 express grill",60609,"S2 Grills - Halsted",4.5,2.0,1227.0,"OPERATIONAL","ChIJBcUoyH4vDogRozGQsaXK9Cs","5058 S Halsted St, Chicago, IL 60609, United States","['restaurant', 'point_of_interest', 'food', 'establishment']"
